Author,Timestamp,Likes,Total_Replies,Comment_Content
@Toythrottle7,3:23,2,1,"For all have sinned and fall short of the Glory of God. First comes desire then sin and then death, did you not know that sinners will not inherit the kingdom of God? But they will have their portion in the lake of fire. But God loved us to become incarnate in the Man Jesus Christ to suffer and die for the sins of those who believe in His work. Believe in the death burrial and ressurection of Jesus for your sins to be reconciled to God and avoid His wrath that's coming for God is Holy. Because of God's grace we can place our faith in Jesus to become born again and be a new creature who Loves Gods righteouness and hates sin. Repent and believe for the kindgom of heaven is at hand(Romans 3:23, Romans 3:10-12, 1 corinthians 6:9, Romans 5:8, 1st peter 1:3, ephesians 2:8, Romans 10:9, Acts 20:21, acts 4:12, John 14:6, titus 3:5)❤️"
@THEJesusChristyoutubechannel,25:42,0,0,25:42
@TheSauce2319,2:17:00,0,0,2:17:00
@Cr16604,2:49:30,1,0,"2:49:30. Has anyone noticed how he pivoted when Joe asked him If there was any secret government programs developing the UFO’s? He completely shut down that question. Trump knows the answer to that question. Not saying anything bad about him though. He knows but he just can’t answer it. It was a yes or no question. The way he handled it is reassuring in a way. He didn’t lie, he just avoided it. He could have easily just said no, but he didn’t. That makes me think he’s as honest as he’s allowed to be. That’s a good thing. The ufo subject is more than a matter of national security. It’s also a matter of faith in our government. If and when the truth comes out it’s going to reveal that we’ve been lied to for decades. A lot of people already feel that way, but it’s never been confirmed. How would the government recover from that? If they lied about that, then what else are they lying about? That’s what people that believe what the government says would start to think. I don’t see any way of the government disclosing the truth without a ufo landing in a public place that flat out couldn’t be denied. Until that happens they simply can’t tell the truth. Even if they want to."
@claytonmckinney7392,57:22,0,0,"Is anyone seeing that from 57:22 to the end of the podcast is labeled as the ""The China Curse""? WTF is that?"
@brandonheiman4391,1:25:45,0,0,1:25:45 - 1:25:49 my man sounds like Batman
@niall2451,1:18:14,0,1,1:18:14 trump was almost honest.lmao
@CoffeeGamesTeeWee,42:34,0,0,42:34 THEY TK YR JOOB!!!
@Sincer21212121,14:27,0,0,14:27 he legit said he didn’t know who he was appointing doesn’t that alone make him a puppet
@lightswitch17,1:20:32,1,0,1:20:32 Trump's ear scar
@LCInfantry,1:34:00,1,0,"1:34:00. It’s IR lights, everything is IR"
@abanabbas5157,2:44:52,0,0,2:44:52
@bluekaiokenobama,1:39:32,0,0,"1:39:32 that’s probably more racial imo, the population of Africans in NK will be minuscule at best"
@Sbbtjee26,1:39:57,1,0,1:39:57
@abanabbas5157,2:27:54,0,0,2:27:54
@ernestoc.d.1868,1:39:51,1,0,1:39:51 telling Kim to go to the beach killed me hahahaha
@MikeM-s7s,0:25,2,0,45 million views !!! 0:25 people want to know Man!!
@jared9643,1:20,0,0,Comment at 1:20 isn't true; Abraham Lincoln.
@wilfwill,2:42:47,4,1,2:42:47 everything trump just said is happened or happening to the uk now and our judges have just sent people to prison over free speech
@tanacious808,2:45:22,0,0,2:45:22 joe got thirsty!
@pacifictiestv4210,11:15,0,0,11:15 I think trump was talking about izzy losing to alex
@justaguy4real,49:21,1,0,49:21 ya he did and Obama accredits himself for that with a Trump inheriting it bahahaaa 🤣🤣 ya right. Go Trump
@RhinoPengers,2:04:30,0,0,A perfect example or 2:04:30 is look at the world McDonnalds map and compare how many Mcdonnalds are in the poor areas and how many are in the rich areas... there's a conspiracy theory for you Joe.
@howdy6652,24:05,0,0,24:05 31:31 1:31:15 1:29:15 2:15:32 1:30:35
@Vulecro529,2:50:30,1,0,2:50:30 hmmmm i rebuilt them all.
@yosuanthegreat,2:02:26,1,0,2:02:26 “It causes cancer and baldness… we don’t like baldness here” in front of Joe is crazy
@EPICDZN,2:12:41,0,0,2:12:41
@RealWrestlingmaniac,2:20:51,0,0,2:20:51 They are still saying that with the Project 2025 Nonsense.
@hbaite6991,38:39,1,0,38:39 😂
@Animalstoriez,2:50:00,0,0,2:50:00
@Angelina_7445,2:35,6,0,"It's been 4 years. I have not thought about the cheating in 2020 election. During this video, I put 2 & 2 together. Covid was created to cheat with mail in ballots. Mr. President just confirmed this! 2:35 : in wow! talk about confirmation. Trump 2024"
@truthboom,39:04,0,0,39:04 wild indeed
@mikkosutube,25:00,0,0,25:00..joe rogan says trump is great because he freeballs..not talking some line that his script writer came up with..he speaks his mind..for better or worse..he is not a good diplomat..but you damned well know what he is thinking and his approach to the situation..no wonder that kamala didnt show for an interview..too complicated to arrange a prompter...rogan sees through the bullshit..because he has heard all of it on both sides..Go Rogan..
@cozyobsessions,24:27,1,1,24:27 and this is why I never know who to vote for— bc I never know what they really think or what they’ll actually do/try to accomplish in office
@Kamil-qf2xp,11:00,0,0,11:00 does he speak about kamaru usman vs leon edwards or sean o'malley?
@michaelcostello7166,1:40:32,0,0,"Interestingly ""The enemy within"" 1:40:32 was a term used by Thatcher to describe miners going on strike to protect the mass closure of mines across the UK - the british government today avoids the investigation on how they were treated (especially by the police). The term still hurts survivors today as they were fighting for their communities....communities now sacked by the Tories and lost forever."
@fbgmduck,1:06:50,0,0,1:06:50 It's not the systems Joe. It's human error. it always will be human error we fear when it comes to nuclear power.
@sirsendusark,00:07,2,0,"Timestamps (Powered by Merlin AI) 00:07 - Discussion about Donald Trump's favorable portrayal on The View and his subsequent rise in the polls. 02:24 - Donald Trump considered running for president after successful seasons of The Apprentice. 06:23 - Visiting the White House and Lincoln Bedroom experience 08:37 - Discussion on the origins of the Gettysburg Address and the emotional struggles of Abraham Lincoln 12:55 - Facing challenges and appointments as President. 15:02 - Transition from New York to Washington 18:52 - Picking outside politicians can be risky 20:33 - Reflecting on mistakes made during his presidency 24:13 - Trump's unscripted approach made him popular 25:56 - Being President is a dangerous job 29:21 - Discussion on the credibility of traditional media and rise of independent media 31:03 - Deceptive editing practices in media 34:28 - Crime statistics manipulation and impact of defunding the police 36:09 - Police job is extremely dangerous and challenging. 39:27 - Proposing 100-200% tariffs on cars to protect US auto industry 41:11 - Discussion on replacing income taxes with tariffs 44:57 - Importance of Starlink internet for rural areas 46:38 - Criticism on tax cuts and tariffs impact on deficit 50:30 - Trump discusses the impact of COVID-19 on the economy 52:27 - Environmental concerns used to prevent oil production 56:04 - Environmental impact studies are a major challenge for building projects 57:56 - Discussed impact of air quality on global scale 1:01:35 - California used to have a massive lake which was drained into the Pacific. 1:03:15 - Importance of forest maintenance for preventing wildfires 1:06:37 - Nuclear power is a clean and safe form of electricity 1:08:19 - China dominating electric car market, impacting US oil industry 1:11:43 - Environmentalists ignore environmental issues with windmills 1:13:25 - Nuclear proliferation is a major concern 1:16:59 - Challenges with pollsters and theory on polling accuracy 1:18:48 - Discussion on election interference and denial of election results 1:22:13 - Election fraud is a forbidden topic. 1:24:03 - Need for testing competence of political leaders under pressure 1:27:32 - Criticism on handling of Afghanistan withdrawal and leaving behind equipment 1:29:23 - Trump emphasizes the importance of leaving Afghanistan strategically 1:33:03 - Donald Trump highlights the lack of lights on Air Force One cockpit 1:34:56 - Donald Trump shares a story about a daring plane landing in the dark desert. 1:38:43 - Trump's unique approach to North Korea issue 1:40:26 - Highlighting the problem of criminals entering the country 1:44:13 - Discussion on illegal migrants and Dana White 1:45:58 - Discussing the roots of the UFC and his involvement 1:49:09 - Boxing may see resurgence with controversial fights and Saudi Arabia backing. 1:50:46 - Impact of weight cutting on boxing and fighter safety 1:54:08 - Discussion on top MMA fighters and judging them at their peak 1:55:38 - Injuries impacting champion's performance 1:59:05 - Discussion on RFK Jr's involvement in the Administration and potential concerns about his views on oil and gas. 2:00:45 - Discussion on pharmaceutical drugs and their negative consequences. 2:04:15 - Addressing food accessibility and health in low-income areas. 2:05:59 - Golf and tennis as a way to clean the mind and the aspect of competition 2:09:27 - Trump discusses challenges with press coverage and nomination process 2:11:14 - Internet is providing alternative information to people. 2:14:50 - Trump claims to have saved Hillary from going to jail 2:16:44 - Claims of election fraud in 2020 2:20:38 - Importance of fair elections, borders and a free press. 2:22:14 - Debate format should allow for a conversation without time constraint and no interference. 2:25:42 - Discussion about the humor in the debate and comedy at the event. 2:27:16 - McDonald's visit and lies about working there 2:30:47 - Discussion on election vulnerabilities and potential fraud. 2:32:47 - Concern about the integrity of the election process and calls for fair elections 2:36:25 - Voter ID is crucial for fair elections 2:38:15 - Donald Trump questions the idea of men playing women's sports and open borders 2:41:42 - Discussing the importance of voter IDs and legal ballots. 2:43:38 - Plans to open up sealed files 2:47:16 - Discussion on Mars and UFO sightings 2:48:55 - Discussion on military technology and government decisions 2:52:31 - Effective use of tariffs in international relations 2:54:26 - Concerns about the consequences if she becomes president 2:57:51 - Donald Trump preparing for a speech"
@joshuaatinsku2681,1:25:45,1,0,1:25:45 Batman Trump
@user-im4wl2ci5n,2:15:23,0,0,2:15:23 He's a stupid guy
@expertdust,7:00,0,0,7:00
@TimeKillerLOL,44:41,0,0,44:41 Asks for Endorsement
@uknasa007,2:15:30,0,0,"2:15:30 trump: ""hes a stupid son of a bitch"" LOL"
@hybridbunny8496,1:11:10,1,3,"1:11:10 windmills? you mean wind turbines, they arent milling anything.......also, theyre made of metal, the most easily recycled material, why the fuck are you burying them? how are these 2 this stupid?"
@matthewr956,10:08,2,1,"Im a hardcore UFC fan, but who was the Fighter Donald trump was talking about at 10:08 - 10:32, 🤔🤔"
@ChaseGarage,2:38:15,1,0,2:38:15 already had my vote but got my vote again for this
@ChaseGarage,2:02:21,1,0,"2:02:21 lol New Zealand Shout out Im shocked about that we have ads but they aren’t like Americans and there far and few between usually stuff like Sudafed now that it’s legal again or cold medicine, and now we have weight lost commercials a fair bit"
@kheny11,33:48,0,0,33:48
@aeopmusic,1:02:00,0,0,"1:02:00 - ""yeah they drained it"" - no we didn't that's the ancient Lake Corcoran, which existed up till about 700,000 years ago. Movements of the San Andreas fault established drainage via San Francisco Bay into the pacific ocean."
@luciannobecerra,1:18:14,1,0,"1:18:14 ""i only believe them if they're good, no"" lmao he's actually a comedian love it! But this whole section is a good moment, because its Donald recognizing the pollsters are most likely fruadulent, even if they're benefiting him."
@ComfortableHypocrisy,44:45,0,0,44:45 for when i want to come back to this later
@anthonyquote1593,9:14,0,0,"9:14 This ""Melankalia"" is originated from the Greek word ""Melancholia"" which happens after some changes in our lives which will cause a lot of sadness. When this keeps for a long time and with big intensity and loosing the will to try, this turns into depression. So its a scale of Sad, Melancholic, Depressed. So Melankalia that Trump said is NOT an alt word for depression. Is a different thing."
@jrow96,2:27:37,0,0,2:27:37 Sercet service didnt know what the hell to do Weve seen that before
@fatjawns3671,1:11:35,0,1,1:11:35 bro 😭
@matthewr956,1:21:17,2,1,1:21:17 😂
@johnnyadamany,11:37,4,0,"45,086,566 views 11/04/2024 11:37 pm est time"
@cathygontar8063,9:59,1,0,9:59 Nov 4 2024. Interesting. The Union had enormous advantages. Defeat was inevitable. Odd he focuses on a bedroom. He has a naivete. Michael Lewis wrote about Trump's failure to staff.
@summersalt123,1:11:34,4,1,1:11:34 A whale psychiatrist 🤣🤣
@sweetogo,1:31:00,0,0,1:31:00 Misrepresentation of Taliban parade https://www.youtube.com/watch?v=lswu5gztRbI
@KingWIZARD992,2:15:25,0,1,2:15:25
@reginaldt.7849,2:22:25,1,0,2:22:25 damnit joe stop interrupting
@Rambo-BE,20:12,0,0,@20:12 Trump says “one question you’ll ask me… I mean you might ask me” I mean come on they’re clearly colluding. They don’t need to be!!! Hmm
@FebreezyWeezy,11:12,3,1,I think he was talking about 11:12 Pantoja and Moreno
@DixonCider247,11:30,5,0,11:30 “We have great generals. Not the ones you see on television” 😂
@blazs2989,1:21:28,1,0,1:21:28 to 1:21:32 the emotion changed quick myb he cut the video
@edenstahr1044,1:04:17,4,1,1:04:17 the smoke in Jackson Hole is so bad every year its a new summer thing that you can’t see the mountains. Trump make the forest healthy again!
@cstl1_47,3:18,1,0,Wow ! I didn't know this is how yow have to respond on this platform like iI it was my first time 3:18 . Thank you ! I appreciate you but I'm would like to what the imogi imogie 😮 ment but I in a situation like the I don't want to assume..
@JudeMatero,14:49,2,0,"14:49 Yes, I agree. But when you get in office you will MWGA (Make Washington Great Again)."
@IAMVenos,2:45:00,2,0,Around 2:45:00 Trump confirms that there are extraterrestrials in our skies and on Mars 🌚 That is a HUGE statement
@MindfulBodybuilding,13:00,1,0,"@13:00 “I had 2 things I was focused on. Governing the country and survival. They really came down on me I mean nobody has been treated that way. Most people don’t have the surgical when they get in.” The people who see him as the boogie man since the character assassination started, can’t imagine or won’t try to imagine from a neutral point how someone made such an impact with all this going on simultaneously. They could never."
@pradeepsubramaniam1659,1:33,0,0,1:33 😂
@jackm3720,2:15:25,2,2,2:15:25 😂😂😂
@Dawn-f7g,1:13:37,1,0,1:13:37 Great idea❤❤❤
@FrezzYt,1:25:45,1,0,1:25:45 We have trump talking like a super villain before GTA 6
@daledoback9566,2:12:07,1,0,"2:12:07 He should hop on the Unsubscribe Podcast, our Medal of Honor recipient Mr. Brandon Herrera could relate to this"
@Dawn-f7g,55:32,1,0,55:32 Try the fate of the Fairy Tale Shrimp - fee fi foe fum- Humpty Dumpty-his head is on the line😢😢😢
@TheBroThatSurvived,1:21:57,0,0,"1:21:57 ""Dangling"" chads? I think Joe must play Kingdom of Loathing because they're called ""hanging"" chads, and there's only one Danglin' Chad."
@BigGucciSouljaMike,1:44:30,0,0,LOL 😂😂😂😂 talk about ego Joe 🤣🤣🤣🤣 1:44:30
@S1ph3r,1:42:17,1,0,"1:42:17 sorry for another comment, but I heard the strategy is for more congressional seats for House of Representatives. If you have more blue districts, you get more representation."
@breakthesteak7357,2:29:53,0,0,2:29:53 by far my favourite moment so far lmfao😭💀
@stephanies1208,1:39:00,0,0,1:39:00-1:40:00 🤣 👏🏻 🇺🇸
@SolsticeOnAnOdyssey,1:02:00,0,0,1:02:00 Maps from the 1600s show California as an island and then it must've turned into a lake.
@CnnrVizuals,37:20,1,0,"37:20 is what ive BEEN SAYING the cops these day DEFINITELY have insane PTSD with the types of guns people have now, like that one video of the acorn dropping on the cop and then bro does a omni movement drive and start firing. thats PTSD and everyone labeled him a racist cop that want to shoot black people"
@deviantshade,1:18:35,0,0,1:18:35 poll companies are prone to fraud because there's no accountability. Their credibility will not be tarnished if the actual numbers show the opposite.
@RusHnRelaX,19:00,4,0,19:00 That has to be a subliminal explanation about Vivek ramaswamy not being picked for VP
@AreEff1987,1:13:50,1,1,1:13:50 why is everyone deemed a genius or perfect when it comes to his family or family's affiliation
@AreEff1987,1:13:03,0,0,"1:13:03 why is everything""incredible"""
@hiraeth_dnb,1:25:47,19,0,"1:25:47 'Vladimir, you're not going in' in low voice did it for me 🤣🤣"
@robertbilling2416,2:02:26,2,1,2:02:26 is when Joe decided he wasn't going to endorse him
@matterofperspective101,2:20:50,0,0,2:20:50 2:24:03 2:26:01 2:31:50t 2:53:50
@cam2159,2:02:20,1,0,"2:02:20 Canada also has pharmacy drugs on commercials, All the time like ozempic an other and always talk about side effects of sucidal thoughts and death. While people smile and laugh skipping in the background of the commercial"
@panzerfaust127,59:55,0,0,59:55
@DelaCarros,34:21,0,0,34:21
@Suruk39,1:59:17,1,0,"Problem with environmentalist leave equipment is cheaper than bring back fly with perfect specimen pilot, Dangerous of being politician, survival RFK Jr great health but hate oil.... LoL 1:59:17 Trump Macdonal experience 2:27:26 Why raising tax bad 2:40:57 Nuclear escalation curse 2:50:50 How would he stop Ukraine war 2:52:30"
@tossacointoyourwitcherOriginal,1:37:50,0,2,Did he just fing leak the nuclear weapon capabilities....1:37:50
@Numba1..,27:09,0,0,27:09
@LornaParsons-xz3jg,28:11,0,0,28:11 28:12
@stephonadair8854,2:09:32,0,0,I lost my voice 2:09:32 ion even think i sound good
@Lovin_It,42:55,1,0,42:55 why would you propose an argument based on assumed symmetry when none exists? Oversimplification nullifies it.
@coreyouellette3199,2:45:15,0,0,2:45:15 Tell me he says TELL MEE
@LiL-Know,1:09:38,0,0,"1:09:38 ther well be nothing, the birds have eyes"
@ruckusmusic8923,59:17,0,0,"🎉🎉 Leadership in Floyd County, Indiana and Jefferson County, KY during the Kentucky Derby, jump to 59:17 ! You're welcome residents!"
@ruckusmusic8923,35:30,0,0,Jump to 35:30.. you're welcome electricians!
@sheepyleepy..2806,2:04:58,2,1,2:04:58 2:05:02 lool
@wh0vodothaz0mbies76,22:36,0,0,"What was that knock for at 22:36? Its almost like a knock for be careful on what you say or something... Lol i dont know. It was kinda weird though. Never heard that kind of sound on Joe Rogan before. Its also more in likely because, we got an important guy here president statis and im over thinking it because of that fact"
@jackossportsncards,44:54,0,0,44:54 is the funniest part by far
@movesbooze,1:56,0,0,1:56 Joe's kicks weren't mentioned? This dude kicks bags off racks
@Bull3tphreak,1:15:00,2,0,1:15:00 killed me LOL
@traxagenda3445,1:24:38,2,0,1:24:38 is my favorite part. He is roasting Kamala 1:31:12 Also 2:54:01 1:43:38 2:15:26 1:26:47 1:27:28 1:23:33
@loisgreen1335,2:58:49,3,0,Joe did a great job getting specific issues explained and addressed 2:58:49
@Noosebumps,2:31:03,0,0,brb for 2:31:03
@mariusj34,1:07:57,1,0,Best quotes 1:07:57 1:09:28 My fav 😂: 1:13:02
@00legoman00,1:00:00,1,0,1:00:00 DWP Mulholland built the California aqueduct they routed all that farm land water into the big cities of San Francisco and LA in the early 1900s after the gold rush there’s a few documentaries about it and it’s used as leverage in todays state economy when California claims there in a drought. That’s how the water companies were able to steal federal incentives instead of giving the water to the farmers happens everywhere.
@libertymutual5893,1:40:10,0,0,1:40:10
@cashannecarrie,25:28,0,0,25:28 said it ALL 💥🎺💯
@robertpoen5383,2:17:00,0,2,"2:17:00 Still lying about the 2020 election without any evidence. ""I would bring in papers you would not believe."" We're still waiting. ""Are you going to present this ever?"" Then he goes off on tangents about Hunter Biden's laptop, the media, debates. Believe this bullshit artist at your own peril."
@franckmalers2299,2:45:12,0,0,"So, withtout being asked and right after talking about JFK files, at 2:45:12 Trump brings up the ETs subject. How interesting. That means a lot in my eyes. And I can't imagine having Biden or Harris meeting up with ETs in case of first contact nor making up any kind of deal on behalf of humanity."
@Jleebar,2:12:51,0,0,"2:12:51 we’re tired of being paycheck to paycheck and only a bleak, expensive future to look to"
@KhalKhtri,3:16,1,0,TRUMP 3:16
@jimdee898,2:45:29,0,0,LOL 2:45:29 TELL ME.. LOL
@No-uhZupra,1:57:16,5,0,1:57:16 Joe almost said “deadass” in front of Trump 😂😂😂
@vonlupus,32:23,1,0,"32:23 ""i'll indemnify ya, heh!"" holy shit... you hear that laugh? biggest self report in history. so telling."
@ClarityIsGood,2:35:39,0,0,2:35:39
@Alien_at_Large,55:30,1,1,"At 55:30, here is a problem with Trump for me. I don't want a factory coming to my area and destroying the little ""puddle"" that I like so much."
@sundaye9283,10:50,0,0,10:50 we know he’s talking about Izzy right…guys…right?!
@EvaristoTuPadreMartinez,28:51,1,0,28:51 😂😂
@samarthjain5015,1:05:33,0,0,1:05:33 2:00:41
@kimromero4497,1:11:07,2,0,"1:11:07 Trump: ""so in 50 years we had 1 whale wash up on shore. Now they had like 18 wash up in like the last year."" Actually, Trump, dozens of whales wash up every year. In fact, between 2016 and 2020 they're were 71 whales that washed up. Maybe instead of blaming windmills, let's talk about the oil rigs invading their home."
@kimromero4497,1:04:00,1,0,At 1:04:00 what is he taking about? Get rid of all the leaves? The leaves that fall to the ground act as natural food. As they COMPOST they turn into soil. YOU WANT TO REMOVE FOOD FROM THE FOREST TRUMP.
@khakicampbell6640,2:33:17,41,0,"I love how Rogan affirms ""You're allowed to have an opinion."" lol (2:33:17) Great interview! The conversational format is really amazing, instead of ""talking points"" and teleprompters. Thanks Joe!👍"
@kingsleylaurent562,1:13:41,1,1,"1:13:41 into the interview, and I'm still waiting for the ""Are there aliens"" question"
@kimromero4497,54:35,1,0,"54:35 Joe: So what you're saying is that there's people making money by making it difficult (for businesses to build new buildings). So are you taking about lawyer's? Trump: I'm talking about environmental consultants. Joe: So, environmental consultants profit by dressing out the process. Trump: Absolutely, and I would probably do the same thing if I'm honest with you. ... Joe: So how do they profit from this? Trump: Well some of them are just bad guys"
@zenithrah6670,10:32,1,0,10:32 Is it Adesanya that he is taking about lol
@collecting_data,00:17,0,0,"00:17 One of the things I wanted to talk to you about. I wanted to play this, but we decided we shouldn't play because I could get copyright strike and we don't want to get the episode... we don't want anybody to have any sort of way to get it down 00:41 You sat, you got introduce as our friend Donald Trump, Whoopy Goldberg gives you a big hug and a kiss, Joe Behar gives you a big hug, Barbara Walters gives you a big hug, they all love you. 01:35 Like Oprah, when you were on Oprah show, she was encouraging you 01:38 Last week I did one of our last shows, I think maybe Thursday or Friday, that was a big deal, being on Oprah's show the last one and I was like one of the last shows in that last, that final week, and I said, boy we've come a long way since that 01:55 Well, the concept it was really two different lives... 02:11 Well, they canceled the apprentice when you were running for president correct?"
@derdendemann,2:15:25,0,3,"2:15:25 ,,He is so stupid...he is a stupid son of a bitch.,, Oh my god what kind of president would talk like that? looool"
@jasminaogrady7470,01:00,1,0,"01:00, Friday 1st November 2024 42,283,328 views 2 million likes 14:25, Sunday 3rd November 2024 43,973,747 views Still suck at 2 million likes!"
@kimromero4497,28:45,3,2,"""Some of these women are just so stupid"" Trump 28:45"
@Michaelthespeaker,1:44:21,0,0,THE CONGO - 1:44:21
@joshuabennett3377,2:53:46,1,0,2:53:46 😂😂😂😂 I truly feel like if I was in that situation I'd feel like I was in an episode of Twilight zone... What the f***
@joshuabennett3377,2:52:23,0,0,2:52:23 it's so simple it's called knowledge is power... In business and in dealings knowledge is power if you give up the knowledge before the time is right you lose...
@xyzaero,1:05:00,0,1,"@1:05:00 raking or „coraning a forest is the most stupid thing humans can do. By removing the fallen leaves and brush you remove the forest rests fertilizer!!!! FORESTS ALO HAVE TO BURN 🔥 ON A REGULAR BASIS TO REGENERATE THEMSELVES !!! THATS NATURE, YOU GUYS ARE TALKING HORRIBLE TIMBER INDUSTRY BS 💩 JSTFU IF YOU HAVE NO CLUE 🚨"
@ShanaeRodriguez,2:06:50,0,2,"I'm confused... Trump said he hadn't played Golf in a while and Joe was referring to the second assasination where Trump was out playing golf? Why does Trump answer the question by him ""not remembering?"" And sortve ignore the question? Btw I'm a Trump supporter, but I'm totally confused what happened there? @ 2:06:50"
@ohmate_05,59:54,6,0,"59:54 rogans laugh when trump said "" as a student of yours"" got his thrills n almost grew his hair back Hahaha"
@prathameshkhadse8329,1:11:01,0,0,1:11:01
@kyth8964,44:57,0,0,44:57 😂😂😂 That ka-ma-la cracks me up everytime
